
-1.021278,-0.452277
-1.270562,-2.887805
0.778177,4.428455
2.242830,-3.306634
1.623566,2.170662
2.057656,-1.511853
2.433521,1.386630
-0.421462,-3.994667
0.386535,-4.054807
-3.621711,2.964274
0.208492,-1.448470
3.099253,-0.162520
-3.700591,1.694950
1.148693,2.077585
1.123404,2.597593
2.021517,-1.633766
4.290959,-1.354917
-4.463104,1.348615
2.133230,-4.344568
2.629503,-0.433249
2.042062,-2.791960
0.572084,-2.571402
-1.846767,1.570534
-0.718705,-0.468478
-0.465191,4.489786
3.083052,0.642850
3.677000,1.182305
-2.122745,1.629022
2.053994,4.000659
-0.773384,-0.924489
-2.633107,-1.482425
2.720593,-2.096211
4.866191,-0.146177
-1.440779,2.495694
4.703734,-0.007342
-1.970119,-2.143033
-3.436808,2.311176
2.388489,1.098001
1.800962,0.471541
-3.259149,0.477962
-3.346154,-2.778819
0.454371,-0.468899
3.850203,-2.491636
-1.468240,-1.923181
1.583875,0.898653
1.594394,-0.695532
3.802442,1.460585
4.158291,-2.638337
-1.043722,3.578865
-2.037053,-1.339988
-1.428477,0.992828
1.516979,0.134715
-1.695996,-1.094532
4.377009,-2.026433
0.582928,-3.969145
0.194748,-3.962702
0.561955,-0.955049
-1.454337,4.093715
-0.007632,-1.283836
-0.565994,-1.205191
1.156473,-0.866972
-2.828838,4.119420
2.793040,0.742685
0.112248,-0.689981
3.215488,-2.889884
3.521217,2.592497
0.083683,-0.895855
0.141443,-0.814693
-0.676618,3.687106
-1.720978,-3.554848
0.161316,-1.749351
-2.933801,0.338065
1.842945,3.222672
2.342091,2.264133
-0.243208,-2.545661
-3.425848,0.634191
2.382136,-2.172009
-1.504047,1.005487
-1.893578,3.637396
2.324502,-1.530184
3.874956,1.141145
-3.258795,-0.963728
4.391794,-1.192596
4.374338,1.234739
-2.969924,3.845430
0.248846,4.372167
-3.173494,2.683715
0.639829,-2.302904
2.473355,-1.615863
-2.911096,-0.144509
1.212128,0.584857
-0.777747,-3.948228
1.748354,-3.453245
-0.478412,0.623311
2.687899,1.262793
-1.685568,-2.899727
2.879351,3.563278
-3.527560,-1.011086
3.568916,-1.701055
-3.327371,-0.791255
0.996042,4.145984
2.592882,3.084946
-0.998525,-1.194991
-1.330197,-0.137547
-1.876441,2.892055
0.914226,4.871913
0.495224,2.126709
1.698608,0.154807
-0.793598,1.768805
-0.811272,2.520834
3.869078,-2.931921
1.084112,-4.658482
1.056993,-0.346972
-1.359537,2.729623
1.875607,1.454655
2.721450,-4.122918
0.739535,-1.616777
-1.744864,3.722118
-2.910425,3.750360
0.848827,3.788182
0.556987,3.093895
2.576064,-0.573935
-0.232417,1.218968
3.313204,3.408046
-1.051410,2.174977
-1.370368,0.766001
-3.298722,-1.110705
2.157254,2.440813
2.272518,1.440562
0.162680,-3.815851
-3.933263,0.529319
-2.697023,-0.277033
-1.868987,-3.393390
2.791159,-3.824436
-2.569194,-3.579209
1.941565,-0.867915
0.310086,-0.901181
-3.427102,-2.417396
-1.889741,0.702061
-3.148379,-2.611726
1.713569,-3.176048
0.571456,2.780306
2.353271,1.848533
1.423107,2.308655
3.287585,3.726085
-2.968378,0.945604
4.342266,0.162635
2.552214,2.133425
3.554216,-1.720236
